time_s,i_alpha,id,iq,duty,use_park
0.015600,0.976891,-1.414720,-0.919628,-0.102266,0
0.015650,0.976946,-1.443010,-0.874832,-0.111939,0
0.015700,0.977001,-1.469881,-0.829166,-0.121482,0
0.015750,0.977055,-1.495307,-0.782676,-0.130885,0
0.015800,0.977110,-1.519262,-0.735406,-0.140138,0
0.015850,0.977164,-1.541724,-0.687403,-0.149233,0
0.015900,0.977218,-1.562669,-0.638715,-0.158161,0
0.015950,0.977272,-1.582076,-0.589390,-0.166912,0
0.016000,0.977326,-1.599927,-0.539475,-0.175479,0
0.016050,0.977380,-1.616202,-0.489020,-0.183852,0
0.016100,0.977434,-1.630887,-0.438075,-0.192023,0
0.016150,0.977487,-1.643965,-0.386690,-0.199985,0
0.016200,0.977541,-1.655425,-0.334915,-0.207729,0
0.016250,0.977594,-1.665254,-0.282802,-0.215248,0
0.016300,0.977647,-1.673442,-0.230401,-0.222534,0
0.016350,0.977700,-1.679981,-0.177765,-0.229581,0
0.016400,0.977753,-1.684864,-0.124945,-0.236381,0
0.016450,0.977806,-1.688086,-0.071994,-0.242927,0
0.016500,0.977859,-1.689644,-0.018963,-0.249214,0
0.016550,0.977911,-1.689535,0.034095,-0.255234,0
0.016600,0.977964,-1.687760,0.087128,-0.260982,0
0.016650,0.978016,-1.684320,0.140083,-0.266453,0
0.016700,0.978068,-1.679218,0.192908,-0.271640,0
0.016750,0.978120,-1.672460,0.245551,-0.276539,0
0.016800,0.978172,-1.664050,0.297960,-0.281145,0
0.016850,0.978224,-1.653998,0.350083,-0.285453,0
0.016900,0.978276,-1.642312,0.401869,-0.289460,0
0.016950,0.978327,-1.629005,0.453267,-0.293160,0
0.017000,0.978379,-1.614089,0.504225,-0.296551,0
0.017050,0.978430,-1.597578,0.554694,-0.299629,0
0.017100,0.978481,-1.579488,0.604623,-0.302392,0
0.017150,0.978532,-1.559838,0.653963,-0.304835,0
0.017200,0.978583,-1.538646,0.702665,-0.306958,0
0.017250,0.978634,-1.515933,0.750681,-0.308758,0
0.017300,0.978685,-1.491721,0.797964,-0.310232,0
0.017350,0.978736,-1.466034,0.844467,-0.311380,0
0.017400,0.978786,-1.438897,0.890143,-0.312201,0
0.017450,0.978836,-1.410336,0.934948,-0.312694,0
0.017500,0.978887,-1.380380,0.978836,-0.312857,0
0.017550,0.978937,-1.349057,1.021766,-0.312692,0
0.017600,0.978987,-1.316399,1.063693,-0.312198,0
0.017650,0.979037,-1.282437,1.104577,-0.311375,0
0.017700,0.979086,-1.247206,1.144377,-0.310225,0
0.017750,0.979136,-1.210739,1.183053,-0.308749,0
0.017800,0.979186,-1.173072,1.220567,-0.306948,0
0.017850,0.979235,-1.134242,1.256883,-0.304824,0
0.017900,0.979284,-1.094288,1.291963,-0.302378,0
0.017950,0.979334,-1.053248,1.325773,-0.299614,0
0.018000,0.979383,-1.011164,1.358279,-0.296534,0
0.018050,0.979432,-0.968077,1.389450,-0.293142,0
0.018100,0.979480,-0.924028,1.419254,-0.289439,0
0.018150,0.979529,-0.879061,1.447661,-0.285431,0
0.018200,0.979578,-0.833222,1.474644,-0.281121,0
0.018250,0.979626,-0.786554,1.500175,-0.276514,0
0.018300,0.979674,-0.739103,1.524229,-0.271613,0
0.018350,0.979723,-0.690918,1.546782,-0.266424,0
0.018400,0.979771,-0.642044,1.567812,-0.260952,0
0.018450,0.979819,-0.592530,1.587297,-0.255202,0
0.018500,0.979867,-0.542426,1.605218,-0.249180,0
0.018550,0.979915,-0.491779,1.621558,-0.242891,0
0.018600,0.979962,-0.440641,1.636299,-0.236343,0
0.018650,0.980010,-0.389062,1.649427,-0.229542,0
0.018700,0.980057,-0.337093,1.660930,-0.222494,0
0.018750,0.980105,-0.284784,1.670794,-0.215205,0
0.018800,0.980152,-0.232188,1.679011,-0.207685,0
0.018850,0.980199,-0.179356,1.685573,-0.199939,0
0.018900,0.980246,-0.126341,1.690471,-0.191976,0
0.018950,0.980293,-0.073195,1.693702,-0.183802,0
0.019000,0.980340,-0.019971,1.695261,-0.175428,0
0.019050,0.980386,0.033280,1.695148,-0.166860,0
0.019100,0.980433,0.086504,1.693362,-0.158107,0
0.019150,0.980479,0.139649,1.689905,-0.149177,0
0.019200,0.980526,0.192662,1.684779,-0.140081,0
0.019250,0.980572,0.245491,1.677990,-0.130825,0
0.019300,0.980618,0.298084,1.669544,-0.121421,0
0.019350,0.980664,0.350389,1.659450,-0.111876,0
0.019400,0.980710,0.402354,1.647717,-0.102201,0
0.019450,0.980756,0.453927,1.634356,-0.092405,0
0.019500,0.980801,0.505059,1.619381,-0.082497,0
0.019550,0.980847,0.555698,1.602806,-0.072488,0
0.019600,0.980892,0.605794,1.584647,-0.062387,0
0.019650,0.980938,0.655297,1.564922,-0.052204,0
0.019700,0.980983,0.704159,1.543651,-0.041949,0
0.019750,0.981028,0.752332,1.520853,-0.031632,0
0.019800,0.981073,0.799767,1.496553,-0.021265,0
0.019850,0.981118,0.846418,1.470773,-0.010856,0
0.019900,0.981163,0.892238,1.443538,-0.000416,0
0.019950,0.981208,0.937183,1.414876,0.010045,0
0.020000,0.981252,0.981208,1.384815,0.020516,0
0.020050,0.981297,1.024269,1.353383,0.030987,0
0.020100,0.981341,1.066323,1.320613,0.041448,0
0.020150,0.981386,1.107329,1.286536,0.051888,0
0.020200,0.981430,1.147247,1.251185,0.062297,0
0.020250,0.981474,1.186037,1.214596,0.072665,0
0.020300,0.981518,1.223659,1.176805,0.082981,0
0.020350,0.981562,1.260078,1.137848,0.093236,0
0.020400,0.981605,1.295257,1.097764,0.103419,0
0.020450,0.981649,1.329162,1.056593,0.113520,0
0.020500,0.981693,1.361757,1.014375,0.123529,0
0.020550,0.981736,1.393012,0.971152,0.133437,0
0.020600,0.981779,1.422896,0.926966,0.143233,0
0.020650,0.981823,1.451378,0.881860,0.152908,0
0.020700,0.981866,1.478430,0.835880,0.162453,0
0.020750,0.981909,1.504025,0.789071,0.171857,0
0.020800,0.981952,1.528139,0.741478,0.181113,0
0.020850,0.981995,1.550747,0.693148,0.190209,0
0.020900,0.982037,1.571826,0.644130,0.199138,0
0.020950,0.982080,1.591357,0.594472,0.207891,0
0.021000,0.982123,1.609318,0.544222,0.216459,0
0.021050,0.982165,1.625693,0.493430,0.224834,0
0.021100,0.982207,1.640465,0.442146,0.233007,0
0.021150,0.982250,1.653619,0.390421,0.240970,0
0.021200,0.982292,1.665142,0.338306,0.248716,0
0.021250,0.982334,1.675023,0.285853,0.256237,0
0.021300,0.982376,1.683252,0.233112,0.263525,0
0.021350,0.982418,1.689820,0.180136,0.270573,0
0.021400,0.982459,1.694721,0.126978,0.277374,0
0.021450,0.982501,1.697950,0.073689,0.283922,0
0.021500,0.982543,1.699503,0.020323,0.290210,0
0.021550,0.982584,1.699379,-0.033068,0.296232,0
0.021600,0.982625,1.697578,-0.086431,0.301982,0
0.021650,0.982667,1.694101,-0.139714,0.307454,0
0.021700,0.982708,1.688952,-0.192863,0.312643,0
0.021750,0.982749,1.682136,-0.245828,0.317544,0
0.021800,0.982790,1.673659,-0.298554,0.322151,0
0.021850,0.982831,1.663529,-0.350990,0.326461,0
0.021900,0.982871,1.651757,-0.403084,0.330469,0
0.021950,0.982912,1.638353,-0.454786,0.334171,0
0.022000,0.982953,1.623331,-0.506043,0.337564,0
0.022050,0.982993,1.606706,-0.556805,0.340644,0
0.022100,0.983033,1.588493,-0.607022,0.343407,0
0.022150,0.983074,1.568711,-0.656644,0.345853,0
0.022200,0.983114,1.547379,-0.705622,0.347977,0
0.022250,0.983154,1.524518,-0.753908,0.349778,0
0.022300,0.983194,1.500151,-0.801455,0.351254,0
0.022350,0.983234,1.474301,-0.848214,0.352404,0
0.022400,0.983274,1.446993,-0.894141,0.353226,0
0.022450,0.983313,1.418256,-0.939189,0.353720,0
0.022500,0.983353,1.388116,-0.983313,0.353885,0
0.022550,0.983392,1.356603,-1.026471,0.353721,0
0.022600,0.983432,1.323749,-1.068620,0.353229,0
0.022650,0.983471,1.289586,-1.109718,0.352408,0
0.022700,0.983510,1.254147,-1.149723,0.351259,0
0.022750,0.983550,1.217467,-1.188598,0.349784,0
0.022800,0.983589,1.179582,-1.226302,0.347985,0
0.022850,0.983628,1.140531,-1.262800,0.345862,0
0.022900,0.983666,1.100350,-1.298054,0.343418,0
0.022950,0.983705,1.059080,-1.332030,0.340656,0
0.023000,0.983744,1.016762,-1.364695,0.337577,0
0.023050,0.983783,0.973436,-1.396015,0.334186,0
0.023100,0.983821,0.929146,-1.425960,0.330485,0
0.023150,0.983859,0.883936,-1.454500,0.326478,0
0.023200,0.983898,0.837849,-1.481607,0.322170,0
0.023250,0.983936,0.790932,-1.507254,0.317564,0
0.023300,0.983974,0.743230,-1.531416,0.312664,0
0.023350,0.984012,0.694791,-1.554068,0.307477,0
0.023400,0.984050,0.645662,-1.575188,0.302006,0
0.023450,0.984088,0.595892,-1.594755,0.296258,0
0.023500,0.984126,0.545530,-1.612750,0.290237,0
0.023550,0.984163,0.494625,-1.629155,0.283950,0
0.023600,0.984201,0.443229,-1.643954,0.277404,0
0.023650,0.984239,0.391390,-1.657131,0.270604,0
0.023700,0.984276,0.339161,-1.668673,0.263557,0
0.023750,0.984313,0.286594,-1.678570,0.256270,0
0.023800,0.984350,0.233739,-1.686811,0.248751,0
0.023850,0.984388,0.180649,-1.693388,0.241007,0
0.023900,0.984425,0.127377,-1.698294,0.233045,0
0.023950,0.984462,0.073975,-1.701524,0.224873,0
0.024000,0.984499,0.020495,-1.703076,0.216500,0
0.024050,0.984535,-0.033008,-1.702947,0.207933,0
0.024100,0.984572,-0.086484,-1.701137,0.199181,0
0.024150,0.984609,-0.139878,-1.697648,0.190253,0
0.024200,0.984645,-0.193139,-1.692483,0.181158,0
0.024250,0.984682,-0.246213,-1.685648,0.171904,0
0.024300,0.984718,-0.299048,-1.677149,0.162501,0
0.024350,0.984754,-0.351592,-1.666993,0.152958,0
