time_s,u1,theta,locked,duty,current_a,gate
0.019900,-0.502324,4.468322,0,-0.000475,0.972541,0
0.019950,-0.251286,4.500574,0,0.009987,0.972658,0
0.020000,-0.000000,4.532849,0,0.020459,0.972775,0
0.020050,0.251286,4.565147,0,0.030930,0.972892,0
0.020100,0.502324,4.597467,0,0.041392,0.973007,0
0.020150,0.752867,4.629808,0,0.051833,0.973123,0
0.020200,1.002666,4.662170,0,0.062243,0.973238,0
0.020250,1.251476,4.694551,0,0.072611,0.973352,0
0.020300,1.499051,4.726952,0,0.082928,0.973466,0
0.020350,1.745146,4.759371,0,0.093184,0.973580,0
0.020400,1.989519,4.791807,0,0.103368,0.973693,0
0.020450,2.231929,4.824259,0,0.113470,0.973805,0
0.020500,2.472136,4.856727,0,0.123480,0.973917,0
0.020550,2.709903,4.889210,0,0.133388,0.974029,0
0.020600,2.944996,4.921707,0,0.143186,0.974140,0
0.020650,3.177183,4.954216,0,0.152861,0.974250,0
0.020700,3.406234,4.986738,0,0.162407,0.974360,0
0.020750,3.631924,5.019271,0,0.171812,0.974470,0
0.020800,3.854029,5.051815,0,0.181068,0.974579,0
0.020850,4.072331,5.084369,0,0.190165,0.974688,0
0.020900,4.286614,5.116931,0,0.199095,0.974796,0
0.020950,4.496667,5.149502,0,0.207849,0.974904,0
0.021000,4.702282,5.182081,0,0.216418,0.975011,0
0.021050,4.903256,5.214667,0,0.224793,0.975118,0
0.021100,5.099392,5.247260,0,0.232967,0.975224,0
0.021150,5.290495,5.279858,0,0.240931,0.975330,0
0.021200,5.476377,5.312463,0,0.248678,0.975436,0
0.021250,5.656854,5.345073,0,0.256199,0.975541,0
0.021300,5.831749,5.377687,0,0.263488,0.975645,0
0.021350,6.000889,5.410307,0,0.270537,0.975749,0
0.021400,6.164106,5.442930,0,0.277339,0.975853,0
0.021450,6.321240,5.475558,0,0.283887,0.975956,0
0.021500,6.472136,5.508190,0,0.290176,0.976059,0
0.021550,6.616645,5.540826,0,0.296199,0.976161,0
0.021600,6.754623,5.573466,0,0.301949,0.976263,0
0.021650,6.885936,5.606109,0,0.307422,0.976365,0
0.021700,7.010453,5.638756,0,0.312612,0.976466,0
0.021750,7.128052,5.671408,0,0.317513,0.976566,0
0.021800,7.238616,5.704063,0,0.322121,0.976667,0
0.021850,7.342037,5.736722,0,0.326432,0.976766,0
0.021900,7.438212,5.769385,0,0.330440,0.976866,0
0.021950,7.527046,5.802052,0,0.334143,0.976965,0
0.022000,7.608452,5.834724,0,0.337536,0.977063,0
0.022050,7.682349,5.867401,0,0.340617,0.977161,0
0.022100,7.748665,5.900082,0,0.343381,0.977259,0
0.022150,7.807334,5.932768,0,0.345827,0.977356,0
0.022200,7.858298,5.965459,0,0.347952,0.977453,0
0.022250,7.901507,5.998155,0,0.349754,0.977549,0
0.022300,7.936918,6.030856,0,0.351230,0.977645,0
0.022350,7.964496,6.063563,0,0.352381,0.977741,0
0.022400,7.984214,6.096276,0,0.353204,0.977836,0
0.022450,7.996052,6.128994,0,0.353698,0.977931,0
0.022500,8.000000,6.161718,0,0.353864,0.978025,0
0.022550,7.996052,6.194447,0,0.353701,0.978119,0
0.022600,7.984214,6.227182,0,0.353209,0.978213,0
0.022650,7.964496,6.259923,0,0.352389,0.978306,0
0.022700,7.936918,0.009484,0,0.351241,0.978398,0
0.022750,7.901507,0.042236,0,0.349767,0.978491,0
0.022800,7.858298,0.074993,0,0.347968,0.978583,0
0.022850,7.807334,0.107755,0,0.345845,0.978674,0
0.022900,7.748665,0.140521,0,0.343402,0.978766,0
0.022950,7.682349,0.173292,0,0.340640,0.978856,0
0.023000,7.608452,0.206067,0,0.337562,0.978947,0
0.023050,7.527046,0.238845,0,0.334172,0.979037,0
0.023100,7.438212,0.271626,0,0.330471,0.979126,0
0.023150,7.342037,0.304409,0,0.326465,0.979216,0
0.023200,7.238616,0.337194,0,0.322157,0.979304,0
